,Country Name,Country Code,Year,Population_male,Population_female,Population_total
3353,Russian Federation,RUS,2012,66292589,76909131,143201721
3354,Rwanda,RWA,2012,5255735,5584599,10840334
3355,Samoa,WSM,2012,101665,96459,198124
3356,San Marino,SMR,2012,16096,17037,33132
3357,Sao Tome and Principe,STP,2012,94793,95131,189924
3358,Saudi Arabia,SAU,2012,17644476,13177067,30821543
3359,Senegal,SEN,2012,6500266,6731566,13231833
3360,Serbia,SRB,2012,3457540,3741536,7199077
3361,Seychelles,SYC,2012,45851,42453,88303
3362,Sierra Leone,SLE,2012,3394323,3394265,6788587
3363,Singapore,SGP,2012,2769034,2543402,5312437
3364,Sint Maarten (Dutch part),SXM,2012,17203,17437,34640
3365,Slovak Republic,SVK,2012,2633443,2774136,5407579
3366,Slovenia,SVN,2012,1017964,1039195,2057159
3367,Solomon Islands,SLB,2012,290777,276985,567763
3368,Somalia,SOM,2012,6234944,6205382,12440326
3369,South Africa,ZAF,2012,25651390,27493643,53145033
3370,South Sudan,SSD,2012,5287401,5414203,10701604
3371,Spain,ESP,2012,23059451,23713604,46773055
3372,Sri Lanka,LKA,2012,10192526,10824621,21017147
3373,St. Kitts and Nevis,KNA,2012,23438,24290,47727
3374,St. Lucia,LCA,2012,86308,86816,173124
3375,St. Martin (French part),MAF,2012,17084,18942,36026
3376,St. Vincent and the Grenadines,VCT,2012,55373,52710,108083
3377,Sudan,SDN,2012,17593602,17566190,35159792
3378,Suriname,SUR,2012,279884,278227,558111
3379,Sweden,SWE,2012,4750463,4768910,9519374
3380,Switzerland,CHE,2012,3945595,4051266,7996861
3381,Syrian Arab Republic,SYR,2012,11405754,11199824,22605577
3382,Tajikistan,TJK,2012,3982893,3973488,7956382
3383,Tanzania,TZA,2012,23483484,24302653,47786137
3384,Thailand,THA,2012,33893784,35263239,69157023
3385,Timor-Leste,TLS,2012,582083,555592,1137676
3386,Togo,TGO,2012,3471351,3455284,6926635
3387,Tonga,TON,2012,53922,53580,107502
3388,Trinidad and Tobago,TTO,2012,705591,724786,1430377
3389,Tunisia,TUN,2012,5557114,5617270,11174383
3390,Turkiye,TUR,2012,37743582,37432245,75175827
3391,Turkmenistan,TKM,2012,2697724,2760957,5458682
3392,Turks and Caicos Islands,TCA,2012,16262,15819,32081
3393,Tuvalu,TUV,2012,5595,5260,10854
3394,Uganda,UGA,2012,16886179,17387117,34273295
3395,Ukraine,UKR,2012,21052629,24540714,45593342
3396,United Arab Emirates,ARE,2012,6244376,2420594,8664969
3397,United Kingdom,GBR,2012,31309446,32390769,63700215
3398,United States,USA,2012,154813215,159064447,313877662
3399,Uruguay,URY,2012,1626686,1744447,3371133
3400,Uzbekistan,UZB,2012,14882226,14892274,29774500
3401,Vanuatu,VUT,2012,129845,127469,257313
3402,"Venezuela, RB",VEN,2012,14683454,14786972,29470426
3403,Viet Nam,VNM,2012,44010133,45291192,89301326
3404,Virgin Islands (U.S.),VIR,2012,51650,56537,108188
3405,West Bank and Gaza,PSE,2012,1983444,1996554,3979998
3406,"Yemen, Rep.",YEM,2012,13273109,12950282,26223391
3407,Zambia,ZMB,2012,7245485,7499172,14744658
3408,Zimbabwe,ZWE,2012,6223803,7041528,13265331
3409,Africa Eastern and Southern,AFE,2012,272984078,279546577,552530654
3410,Africa Western and Central,AFW,2012,189042690,187755307,376797999
3411,Arab World,ARB,2012,196985610,183397801,380383408
3412,Caribbean small states,CSS,2012,3509071,3579927,7088996
3413,Central Europe and the Baltics,CEB,2012,50190366,53744949,103935318
3414,Early-demographic dividend,EAR,2012,1544362521,1490797111,3035159632
3415,East Asia & Pacific,EAS,2012,1136458441,1107318282,2243776727
3416,East Asia & Pacific (excluding high income),EAP,2012,1017138117,984126036,2001264155
3417,East Asia & Pacific (IDA & IBRD countries),TEA,2012,1004958472,971428356,1976386829
3418,Euro area,EMU,2012,164019073,172164060,336183135
3419,Europe & Central Asia,ECS,2012,432891888,461768568,894660467
3420,Europe & Central Asia (excluding high income),ECA,2012,183266928,200107543,383374474
3421,Europe & Central Asia (IDA & IBRD countries),TEC,2012,213466016,232297211,445763231
3422,European Union,EUU,2012,215160955,226258913,441419873
3423,Fragile and conflict affected situations,FCS,2012,407365310,410047267,817412582
3424,Heavily indebted poor countries (HIPC),HPC,2012,332369183,335151675,667520863
3425,High income,HIC,2012,590998458,601043639,1192042103
3426,IBRD only,IBD,2012,2285413925,2233559750,4518973677
3427,IDA & IBRD total,IBT,2012,3025923099,2972509007,5998432110
3428,IDA blend,IDB,2012,250924635,244943886,495868522
3429,IDA only,IDX,2012,489584539,494005371,983589911
3430,IDA total,IDA,2012,740509174,738949257,1479458433
3431,Late-demographic dividend,LTE,2012,1114551840,1097829568,2212381413
3432,Latin America & Caribbean,LCN,2012,297385560,304753836,602139396
3433,Latin America & Caribbean (excluding high income),LAC,2012,267131112,273917185,541048298
3434,Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,289425170,296561774,585986944
3435,Least developed countries: UN classification,LDC,2012,440430560,444944577,885375140
3436,Low & middle income,LMY,2012,2987547191,2932326531,5919873728
3437,Low income,LIC,2012,269283370,270719254,540002626
3438,Lower middle income,LMC,2012,1407357053,1362318411,2769675465
3439,Middle East & North Africa,MEA,2012,214432543,199685063,414117603
3440,Middle East & North Africa (excluding high income),MNA,2012,180054184,176185540,356239722
3441,Middle East & North Africa (IDA & IBRD countries),TMN,2012,178070740,174188986,352259724
3442,Middle income,MIC,2012,2718263821,2661607277,5379871102
3443,North America,NAC,2012,172057970,176598713,348656682
3444,Not classified,INX,2012,..,..,..
3445,OECD members,OED,2012,641657260,663856226,1305513492
3446,Other small states,OSS,2012,14370208,13247067,27617274
3447,Pacific island small states,PSS,2012,1194553,1158504,2353058
3448,Post-demographic dividend,PST,2012,529882095,552606859,1082488958
3449,Pre-demographic dividend,PRE,2012,391185800,393636976,784822780
3450,Small states,SST,2012,19073832,17985498,37059328
3451,South Asia,SAS,2012,877975933,830730796,1708706729
3452,South Asia (IDA & IBRD),TSA,2012,877975933,830730796,1708706729
3453,Sub-Saharan Africa,SSF,2012,462026768,467301884,929328653
3454,Sub-Saharan Africa (excluding high income),SSA,2012,461980917,467259431,929240350
3455,Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,462026768,467301884,929328653
3456,Upper middle income,UMC,2012,1310906768,1299288866,2610195637
3457,World,WLD,2012,3593229103,3548157142,7141386257
3458,Afghanistan,AFG,2013,15946572,15594637,31541209
3459,Albania,ALB,2013,1452162,1442931,2895092
3460,Algeria,DZA,2013,19371095,18629532,38000626
3461,American Samoa,ASM,2013,26627,26369,52995
3462,Andorra,AND,2013,36043,35324,71367
3463,Angola,AGO,2013,12894065,13252938,26147002
3464,Antigua and Barbuda,ATG,2013,42096,46401,88497
3465,Argentina,ARG,2013,20870445,21332490,42202935
3466,Armenia,ARM,2013,1329192,1572193,2901385
3467,Aruba,ABW,2013,48927,53953,102880
3468,Australia,AUS,2013,11504523,11623605,23128129
3469,Austria,AUT,2013,4139517,4340305,8479823
3470,Azerbaijan,AZE,2013,4628966,4787835,9416801
3471,"Bahamas, The",BHS,2013,185807,199843,385650
3472,Bahrain,BHR,2013,787263,474410,1261673
3473,Bangladesh,BGD,2013,76786999,77243140,154030139
3474,Barbados,BRB,2013,132304,144561,276865
3475,Belarus,BLR,2013,4366594,5076616,9443211
3476,Belgium,BEL,2013,5480089,5679319,11159407
3477,Belize,BLZ,2013,173067,171620,344688
3478,Benin,BEN,2013,5145619,5163111,10308730
3479,Bermuda,BMU,2013,31606,33395,65001
3480,Bhutan,BTN,2013,387678,341210,728889
3481,Bolivia,BOL,2013,5407879,5335470,10743349
3482,Bosnia and Herzegovina,BIH,2013,1765649,1851910,3617559
3483,Botswana,BWA,2013,1090948,1126330,2217278
3484,Brazil,BRA,2013,99355387,102366379,201721767
3485,British Virgin Islands,VGB,2013,14015,14641,28657
3486,Brunei Darussalam,BRN,2013,213768,197935,411702
3487,Bulgaria,BGR,2013,3519159,3745957,7265115
3488,Burkina Faso,BFA,2013,8760692,8875716,17636408
3489,Burundi,BDI,2013,5030076,5119502,10149577
3490,Cabo Verde,CPV,2013,268717,271223,539940
3491,Cambodia,KHM,2013,7421511,7578172,14999683
3492,Cameroon,CMR,2013,10771471,10861379,21632850
3493,Canada,CAN,2013,17402916,17680037,35082954
3494,Cayman Islands,CYM,2013,29112,29100,58212
3495,Central African Republic,CAF,2013,2407515,2394914,4802428
3496,Chad,TCD,2013,6627120,6589646,13216766
3497,Channel Islands,CHI,2013,78314,81480,159794
3498,Chile,CHL,2013,8688160,8821764,17509925
3499,China,CHN,2013,697792609,665447390,1363240000
3500,Colombia,COL,2013,22850386,23387544,46237930
3501,Comoros,COM,2013,350298,349095,699393
3502,"Congo, Dem. Rep.",COD,2013,36408817,37051204,73460021
3503,"Congo, Rep.",COG,2013,2408084,2419983,4828066
3504,Costa Rica,CRI,2013,2404428,2387107,4791535
3505,Cote d'Ivoire,CIV,2013,11391437,11077831,22469268
3506,Croatia,HRV,2013,2054271,2201417,4255689
3507,Cuba,CUB,2013,5647146,5674433,11321579
3508,Curacao,CUW,2013,70680,83143,153822
3509,Cyprus,CYP,2013,584829,582139,1166968
3510,Czechia,CZE,2013,5163357,5350915,10514272
3511,Denmark,DNK,2013,2786137,2828795,5614932
3512,Djibouti,DJI,2013,483527,488225,971753
3513,Dominica,DMA,2013,34742,34077,68819
3514,Dominican Republic,DOM,2013,5126060,5030991,10157051
3515,Ecuador,ECU,2013,7863795,7859194,15722989
3516,"Egypt, Arab Rep.",EGY,2013,47285316,46092575,93377890
3517,El Salvador,SLV,2013,2955948,3229694,6185642
3518,Equatorial Guinea,GNQ,2013,652487,591454,1243941
3519,Eritrea,ERI,2013,1622649,1673718,3296367
3520,Estonia,EST,2013,615543,702454,1317997
3521,Eswatini,SWZ,2013,547273,571047,1118319
3522,Ethiopia,ETH,2013,48862026,48222340,97084366
3523,Faroe Islands,FRO,2013,25070,23349,48418
3524,Fiji,FJI,2013,462716,450737,913453
3525,Finland,FIN,2013,2673534,2765437,5438972
3526,France,FRA,2013,31932616,34069673,66002289
3527,French Polynesia,PYF,2013,146929,141102,288032
3528,Gabon,GAB,2013,969160,933066,1902226
3529,"Gambia, The",GMB,2013,1053493,1071377,2124869
3530,Georgia,GEO,2013,1753480,1964187,3717668
3531,Germany,DEU,2013,39647229,40998376,80645605
3532,Ghana,GHA,2013,13722904,13802693,27525597
3533,Gibraltar,GIB,2013,16192,16218,32411
3534,Greece,GRC,2013,5393788,5571423,10965211
3535,Greenland,GRL,2013,29871,26612,56483
3536,Grenada,GRD,2013,58897,58047,116945
3537,Guam,GUM,2013,84636,82418,167054
3538,Guatemala,GTM,2013,7453516,7590464,15043981
3539,Guinea,GIN,2013,5425320,5630110,11055430
3540,Guinea-Bissau,GNB,2013,834247,863505,1697753
3541,Guyana,GUY,2013,370411,377010,747420
3542,Haiti,HTI,2013,5098458,5162748,10261206
3543,Honduras,HND,2013,4531602,4429055,8960657
3544,"Hong Kong SAR, China",HKG,2013,3345028,3833872,7178900
3545,Hungary,HUN,2013,4709367,5183716,9893082
3546,Iceland,ISL,2013,162375,161389,323764
3547,India,IND,2013,667322883,623809180,1291132063
3548,Indonesia,IDN,2013,127582414,125693504,253275918
3549,"Iran, Islamic Rep.",IRN,2013,39818340,38640588,78458928
3550,Iraq,IRQ,2013,17688677,17793123,35481800
3551,Ireland,IRL,2013,2289543,2334273,4623816
3552,Isle of Man,IMN,2013,41721,42423,84144
3553,Israel,ISR,2013,3997866,4061634,8059500
3554,Italy,ITA,2013,29177490,31056458,60233948
3555,Jamaica,JAM,2013,1376070,1397059,2773129
3556,Japan,JPN,2013,62046104,65398896,127445000
3557,Jordan,JOR,2013,3968884,3725930,7694814
3558,Kazakhstan,KAZ,2013,8130680,8904870,17035551
3559,Kenya,KEN,2013,22259261,22533107,44792368
3560,Kiribati,KIR,2013,55285,58026,113311
3561,"Korea, Dem. People's Rep.",PRK,2013,12251346,12750473,25001819
3562,"Korea, Rep.",KOR,2013,25204806,25224087,50428893
3563,Kosovo,XKX,2013,907413,910703,1818117
3564,Kuwait,KWT,2013,2088742,1557776,3646518
3565,Kyrgyz Republic,KGZ,2013,2800256,2919343,5719600
3566,Lao PDR,LAO,2013,3326932,3273809,6600742
3567,Latvia,LVA,2013,919411,1093236,2012647
3568,Lebanon,LBN,2013,2820251,2858601,5678851
3569,Lesotho,LSO,2013,1019780,1054158,2073939
3570,Liberia,LBR,2013,2194919,2232393,4427313
3571,Libya,LBY,2013,3045479,2939742,5985221
3572,Liechtenstein,LIE,2013,18220,18585,36806
3573,Lithuania,LTU,2013,1364087,1593602,2957689
3574,Luxembourg,LUX,2013,271828,271532,543360
3575,"Macao SAR, China",MAC,2013,283197,310177,593374
3576,Madagascar,MDG,2013,11837579,11750494,23588073
3577,Malawi,MWI,2013,7769339,8255436,16024775
3578,Malaysia,MYS,2013,15488512,14646296,30134807
3579,Maldives,MDV,2013,228512,172215,400728
3580,Mali,MLI,2013,8590210,8413823,17004033
3581,Malta,MLT,2013,213359,212608,425967
3582,Marshall Islands,MHL,2013,26308,25045,51352
3583,Mauritania,MRT,2013,1825021,1917938,3742959
3584,Mauritius,MUS,2013,624118,634809,1258927
3585,Mexico,MEX,2013,57427865,59862821,117290686
3586,"Micronesia, Fed. Sts.",FSM,2013,54755,53855,108609
3587,Moldova,MDA,2013,1359267,1500292,2859558
3588,Monaco,MCO,2013,17370,18055,35425
3589,Mongolia,MNG,2013,1415077,1430076,2845153
3590,Montenegro,MNE,2013,302871,318335,621207
3591,Morocco,MAR,2013,16990792,16812735,33803527
3592,Mozambique,MOZ,2013,12326038,12925693,25251731
3593,Myanmar,MMR,2013,25270624,25377710,50648334
3594,Namibia,NAM,2013,1065946,1138564,2204510
3595,Nauru,NRU,2013,5457,5237,10694
3596,Nepal,NPL,2013,13164892,14216663,27381555
3597,Netherlands,NLD,2013,8325795,8478636,16804432
3598,New Caledonia,NCL,2013,132901,130750,263650
3599,New Zealand,NZL,2013,2173160,2268940,4442100
3600,Nicaragua,NIC,2013,3015111,3104267,6119379
3601,Niger,NER,2013,9451592,9201607,18653199
3602,Nigeria,NGA,2013,88080932,86645192,174726123
3603,North Macedonia,MKD,2013,1030732,1033301,2064032
3604,Northern Mariana Islands,MNP,2013,27494,24646,52141
3605,Norway,NOR,2013,2551391,2528233,5079623
3606,Oman,OMN,2013,2459562,1357118,3816680
3607,Pakistan,PAK,2013,105378643,99958919,205337562
3608,Palau,PLW,2013,9389,8416,17805
3609,Panama,PAN,2013,1914627,1906929,3821556
3610,Papua New Guinea,PNG,2013,4285535,3960092,8245627
3611,Paraguay,PRY,2013,3021458,2984194,6005652
3612,Peru,PER,2013,14894870,15143939,30038809
3613,Philippines,PHL,2013,50455169,49244938,99700107
3614,Poland,POL,2013,18415399,19624797,38040196
3615,Portugal,PRT,2013,4976418,5480877,10457295
3616,Puerto Rico,PRI,2013,1717183,1875894,3593077
3617,Qatar,QAT,2013,1507300,528201,2035501
3618,Romania,ROU,2013,9675668,10308025,19983693
3619,Russian Federation,RUS,2013,66481170,77025825,143506995
3620,Rwanda,RWA,2013,5388720,5712630,11101350
3621,Samoa,WSM,2013,102510,97429,199939
3622,San Marino,SMR,2013,16186,17098,33285
3623,Sao Tome and Principe,STP,2013,96719,97038,193757
3624,Saudi Arabia,SAU,2013,18009033,13473465,31482498
3625,Senegal,SEN,2013,6676682,6918883,13595566
3626,Serbia,SRB,2013,3439310,3724821,7164132
3627,Seychelles,SYC,2013,46847,43102,89949
3628,Sierra Leone,SLE,2013,3483704,3481154,6964859
3629,Singapore,SGP,2013,2816675,2582486,5399162
3630,Sint Maarten (Dutch part),SXM,2013,19052,17555,36607
3631,Slovak Republic,SVK,2013,2637146,2776247,5413393
3632,Slovenia,SVN,2013,1019840,1040114,2059953
3633,Solomon Islands,SLB,2013,298140,284224,582365
3634,Somalia,SOM,2013,6441979,6410507,12852485
